alert_id,soc_id,timestamp,severity,asset_id,asset_criticality,alert_type,detection_rule,status,assigned_analyst
ALT-001363,SOC-ALPHA,2026-07-23 11:37:00,Critical,AST-0127,High,DET-T1090-Proxy_28,RUL-028,Closed,ANL-005
ALT-001367,SOC-ALPHA,2026-08-22 05:58:00,Critical,AST-0055,High,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-012
ALT-001374,SOC-ALPHA,2026-08-24 16:32:00,Medium,AST-0224,Medium,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-004
ALT-001379,SOC-ALPHA,2026-06-23 09:51:00,High,AST-0005,Critical,DET-T1566-Phishing_92,RUL-092,Under Review,ANL-015
ALT-001399,SOC-ALPHA,2026-07-25 00:53:00,Critical,AST-0028,Critical,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-015
ALT-001415,SOC-ALPHA,2026-08-25 19:32:00,Medium,AST-0433,Low,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-005
ALT-001420,SOC-ALPHA,2026-08-07 06:11:00,Medium,AST-0173,Medium,DET-T1053-Scheduled_Task/Job_93,RUL-093,Closed,ANL-016
ALT-001428,SOC-ALPHA,2026-08-05 11:02:00,Critical,AST-0039,Critical,DET-T1078-Valid_Accounts_90,RUL-090,Closed,ANL-021
ALT-001477,SOC-ALPHA,2026-07-02 05:03:00,Medium,AST-0249,Medium,DET-T1486-Data_Encrypted_for_Impact_86,RUL-086,Closed,ANL-015
ALT-001515,SOC-ALPHA,2026-08-05 06:39:00,Critical,AST-0021,Critical,DET-T1110-Brute_Force_23,RUL-023,Closed,ANL-009
ALT-001540,SOC-ALPHA,2026-08-20 11:10:00,Medium,AST-0236,Medium,DET-T1566-Phishing_02,RUL-002,Closed,ANL-017
ALT-001546,SOC-ALPHA,2026-06-13 07:48:00,Low,AST-0460,Low,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-012
ALT-001547,SOC-ALPHA,2026-08-30 00:23:00,High,AST-0031,Critical,DET-T1190-Exploit_Public-Facing_Application_59,RUL-059,Closed,ANL-016
ALT-001559,SOC-ALPHA,2026-07-02 01:26:00,Low,AST-0046,Critical,DET-T1003-OS_Credential_Dumping_80,RUL-080,Closed,ANL-017
ALT-001566,SOC-ALPHA,2026-08-08 14:22:00,Critical,AST-0082,High,DET-T1055-Process_Injection_27,RUL-027,Closed,ANL-019
ALT-001570,SOC-ALPHA,2026-08-22 14:48:00,Low,AST-0471,Low,DET-T1562-Impair_Defenses_07,RUL-007,Closed,ANL-003
ALT-001594,SOC-ALPHA,2026-07-04 00:44:00,Low,AST-0125,High,DET-T1053-Scheduled_Task/Job_48,RUL-048,Closed,ANL-007
ALT-001599,SOC-ALPHA,2026-07-29 10:04:00,Medium,AST-0201,Medium,DET-T1046-Network_Service_Discovery_21,RUL-021,Closed,ANL-005
ALT-001645,SOC-ALPHA,2026-08-12 10:08:00,Medium,AST-0195,Medium,DET-T1190-Exploit_Public-Facing_Application_29,RUL-029,Closed,ANL-011
ALT-001652,SOC-ALPHA,2026-09-08 20:22:00,High,AST-0106,High,DET-T1053-Scheduled_Task/Job_48,RUL-048,Closed,ANL-011
ALT-001671,SOC-ALPHA,2026-09-03 04:15:00,Medium,AST-0232,Medium,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-003
ALT-001673,SOC-ALPHA,2026-06-24 22:29:00,Low,AST-0442,Low,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-010
ALT-001718,SOC-ALPHA,2026-08-23 08:35:00,Low,AST-0206,Medium,DET-T1053-Scheduled_Task/Job_48,RUL-048,Closed,ANL-006
ALT-001742,SOC-ALPHA,2026-09-06 03:21:00,Low,AST-0435,Low,DET-T1070-Indicator_Removal_on_Host_69,RUL-069,Closed,ANL-004
ALT-001768,SOC-ALPHA,2026-07-07 19:34:00,Medium,AST-0356,Medium,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Closed,ANL-006
ALT-001778,SOC-ALPHA,2026-08-21 22:16:00,Medium,AST-0220,Medium,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-022
ALT-001801,SOC-ALPHA,2026-06-12 23:32:00,Medium,AST-0215,Medium,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-013
ALT-001813,SOC-ALPHA,2026-06-26 00:05:00,Low,AST-0017,Critical,DET-T1566-Phishing_02,RUL-002,Closed,ANL-007
ALT-001840,SOC-ALPHA,2026-07-07 01:30:00,High,AST-0022,Critical,DET-T1055-Process_Injection_42,RUL-042,Closed,ANL-020
ALT-001848,SOC-ALPHA,2026-08-27 00:27:00,Low,AST-0469,Low,DET-T1055-Process_Injection_72,RUL-072,Closed,ANL-001
ALT-001872,SOC-ALPHA,2026-08-11 19:06:00,High,AST-0015,Critical,DET-T1562-Impair_Defenses_22,RUL-022,Closed,ANL-011
ALT-001874,SOC-ALPHA,2026-08-13 04:19:00,Low,AST-0442,Low,DET-T1567-Exfiltration_Over_Web_Service_100,RUL-100,Closed,ANL-021
ALT-002043,SOC-ALPHA,2026-06-17 05:51:00,High,AST-0325,Medium,DET-T1078-Valid_Accounts_45,RUL-045,Closed,ANL-001
ALT-002064,SOC-ALPHA,2026-06-22 16:39:00,Low,AST-0214,Medium,DET-T1070-Indicator_Removal_on_Host_39,RUL-039,Closed,ANL-004
ALT-002127,SOC-ALPHA,2026-08-04 12:12:00,Critical,AST-0063,High,DET-T1190-Exploit_Public-Facing_Application_59,RUL-059,Closed,ANL-011
ALT-002171,SOC-ALPHA,2026-07-06 00:52:00,Medium,AST-0217,Medium,DET-T1566-Phishing_47,RUL-047,Closed,ANL-005
ALT-002179,SOC-ALPHA,2026-06-27 09:02:00,Low,AST-0349,Medium,DET-T1486-Data_Encrypted_for_Impact_71,RUL-071,Closed,ANL-007
ALT-002182,SOC-ALPHA,2026-07-22 01:30:00,Low,AST-0376,Low,DET-T1059-Command_and_Scripting_Interpreter_46,RUL-046,Closed,ANL-021
ALT-002213,SOC-ALPHA,2026-06-30 16:26:00,Medium,AST-0127,High,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-009
ALT-002251,SOC-ALPHA,2026-07-11 00:38:00,Medium,AST-0490,Low,DET-T1566-Phishing_47,RUL-047,Closed,ANL-012
ALT-002267,SOC-ALPHA,2026-07-29 02:00:00,Medium,AST-0295,Medium,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-004
ALT-002300,SOC-ALPHA,2026-06-25 18:04:00,Critical,AST-0079,High,DET-T1078-Valid_Accounts_75,RUL-075,Closed,ANL-022
ALT-002313,SOC-ALPHA,2026-08-15 08:21:00,High,AST-0029,Critical,DET-T1021-Remote_Services_49,RUL-049,Closed,ANL-015
ALT-002335,SOC-ALPHA,2026-07-04 04:35:00,High,AST-0024,Critical,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-014
ALT-002340,SOC-ALPHA,2026-09-06 01:01:00,Medium,AST-0205,Medium,DET-T1046-Network_Service_Discovery_36,RUL-036,Closed,ANL-011
ALT-002378,SOC-ALPHA,2026-08-22 04:15:00,Low,AST-0242,Medium,DET-T1059-Command_and_Scripting_Interpreter_76,RUL-076,Closed,ANL-009
ALT-002429,SOC-ALPHA,2026-08-25 02:31:00,Medium,AST-0434,Low,DET-T1566-Phishing_62,RUL-062,Closed,ANL-022
ALT-002431,SOC-ALPHA,2026-08-11 13:08:00,High,AST-0497,Low,DET-T1090-Proxy_73,RUL-073,Closed,ANL-015
ALT-002441,SOC-ALPHA,2026-06-26 18:45:00,Low,AST-0473,Low,DET-T1046-Network_Service_Discovery_81,RUL-081,Closed,ANL-002
ALT-002458,SOC-ALPHA,2026-07-24 21:52:00,Low,AST-0499,Low,DET-T1078-Valid_Accounts_45,RUL-045,Closed,ANL-001
ALT-002465,SOC-ALPHA,2026-06-30 23:02:00,Critical,AST-0107,High,DET-T1021-Remote_Services_94,RUL-094,Closed,ANL-004
ALT-002508,SOC-ALPHA,2026-08-23 13:53:00,Critical,AST-0158,High,DET-T1021-Remote_Services_04,RUL-004,Closed,ANL-006
ALT-002513,SOC-ALPHA,2026-08-03 02:48:00,Medium,AST-0468,Low,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-009
ALT-002520,SOC-ALPHA,2026-07-08 02:23:00,High,AST-0167,High,DET-T1110-Brute_Force_08,RUL-008,Closed,ANL-011
ALT-002528,SOC-ALPHA,2026-07-02 04:44:00,Medium,AST-0312,Medium,DET-T1059-Command_and_Scripting_Interpreter_31,RUL-031,Closed,ANL-014
ALT-002574,SOC-ALPHA,2026-06-22 00:28:00,Medium,AST-0051,High,DET-T1090-Proxy_88,RUL-088,Closed,ANL-015
ALT-002595,SOC-ALPHA,2026-09-08 01:32:00,Medium,AST-0489,Low,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-018
ALT-002635,SOC-ALPHA,2026-07-13 09:42:00,Medium,AST-0422,Low,DET-T1190-Exploit_Public-Facing_Application_29,RUL-029,Closed,ANL-009
ALT-002644,SOC-ALPHA,2026-07-23 12:46:00,Low,AST-0256,Medium,DET-T1055-Process_Injection_12,RUL-012,Closed,ANL-013
ALT-002660,SOC-ALPHA,2026-07-17 15:06:00,Medium,AST-0078,High,DET-T1078-Valid_Accounts_30,RUL-030,Closed,ANL-014
ALT-002680,SOC-ALPHA,2026-07-24 10:24:00,Medium,AST-0131,High,DET-T1567-Exfiltration_Over_Web_Service_100,RUL-100,Closed,ANL-008
ALT-002727,SOC-ALPHA,2026-07-07 20:47:00,Low,AST-0009,Critical,DET-T1567-Exfiltration_Over_Web_Service_85,RUL-085,Closed,ANL-005
ALT-002729,SOC-ALPHA,2026-08-30 01:13:00,Medium,AST-0424,Low,DET-T1070-Indicator_Removal_on_Host_24,RUL-024,Under Review,ANL-006
ALT-002733,SOC-ALPHA,2026-06-22 06:50:00,Low,AST-0344,Medium,DET-T1053-Scheduled_Task/Job_03,RUL-003,Closed,ANL-020
ALT-002743,SOC-ALPHA,2026-08-04 18:22:00,Medium,AST-0210,Medium,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-017
ALT-002755,SOC-ALPHA,2026-08-06 17:22:00,Medium,AST-0382,Low,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-016
ALT-002801,SOC-ALPHA,2026-07-04 13:12:00,High,AST-0126,High,DET-T1562-Impair_Defenses_52,RUL-052,Closed,ANL-004
ALT-002837,SOC-ALPHA,2026-06-16 17:07:00,High,AST-0312,Medium,DET-T1059-Command_and_Scripting_Interpreter_46,RUL-046,Closed,ANL-007
ALT-002868,SOC-ALPHA,2026-08-20 04:19:00,Medium,AST-0101,High,DET-T1021-Remote_Services_79,RUL-079,Closed,ANL-009
ALT-002906,SOC-ALPHA,2026-07-05 05:44:00,Medium,AST-0067,High,DET-T1090-Proxy_13,RUL-013,Closed,ANL-004
ALT-002991,SOC-ALPHA,2026-08-04 10:17:00,Medium,AST-0212,Medium,DET-T1078-Valid_Accounts_90,RUL-090,Closed,ANL-003
ALT-003005,SOC-ALPHA,2026-07-08 20:43:00,Low,AST-0219,Medium,DET-T1055-Process_Injection_12,RUL-012,Closed,ANL-016
ALT-003017,SOC-ALPHA,2026-07-21 04:06:00,Low,AST-0314,Medium,DET-T1059-Command_and_Scripting_Interpreter_61,RUL-061,Closed,ANL-007
ALT-003040,SOC-ALPHA,2026-06-21 00:50:00,High,AST-0170,High,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-010
ALT-003044,SOC-ALPHA,2026-07-05 14:13:00,Medium,AST-0296,Medium,DET-T1078-Valid_Accounts_75,RUL-075,Closed,ANL-017
ALT-003053,SOC-ALPHA,2026-06-18 17:15:00,High,AST-0132,High,DET-T1566-Phishing_32,RUL-032,Closed,ANL-002
ALT-003080,SOC-ALPHA,2026-07-14 11:34:00,Low,AST-0112,High,DET-T1046-Network_Service_Discovery_06,RUL-006,Closed,ANL-001
ALT-003082,SOC-ALPHA,2026-07-31 07:52:00,High,AST-0106,High,DET-T1110-Brute_Force_68,RUL-068,Closed,ANL-010
ALT-003085,SOC-ALPHA,2026-09-08 08:16:00,Medium,AST-0046,Critical,DET-T1566-Phishing_02,RUL-002,Closed,ANL-019
ALT-003094,SOC-ALPHA,2026-07-13 19:24:00,Medium,AST-0385,Low,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-007
ALT-003139,SOC-ALPHA,2026-07-31 12:11:00,Medium,AST-0450,Low,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-015
ALT-003150,SOC-ALPHA,2026-08-18 18:48:00,Medium,AST-0310,Medium,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-015
ALT-003152,SOC-ALPHA,2026-08-23 13:04:00,Medium,AST-0182,Medium,DET-T1078-Valid_Accounts_75,RUL-075,Closed,ANL-012
ALT-003164,SOC-ALPHA,2026-08-24 09:20:00,Low,AST-0108,High,DET-T1003-OS_Credential_Dumping_80,RUL-080,Closed,ANL-013
ALT-003170,SOC-ALPHA,2026-06-29 19:45:00,Low,AST-0034,Critical,DET-T1566-Phishing_62,RUL-062,Closed,ANL-003
ALT-003193,SOC-ALPHA,2026-09-10 00:30:00,Medium,AST-0424,Low,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-021
ALT-003196,SOC-ALPHA,2026-09-02 17:18:00,Medium,AST-0470,Low,DET-T1566-Phishing_92,RUL-092,Closed,ANL-001
ALT-003201,SOC-ALPHA,2026-06-18 08:13:00,Low,AST-0082,High,DET-T1059-Command_and_Scripting_Interpreter_61,RUL-061,Closed,ANL-007
ALT-003225,SOC-ALPHA,2026-06-18 07:28:00,High,AST-0082,High,DET-T1053-Scheduled_Task/Job_33,RUL-033,Closed,ANL-013
ALT-003238,SOC-ALPHA,2026-08-02 01:43:00,Low,AST-0422,Low,DET-T1562-Impair_Defenses_67,RUL-067,Closed,ANL-018
ALT-003246,SOC-ALPHA,2026-08-15 19:37:00,Low,AST-0491,Low,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-009
ALT-003260,SOC-ALPHA,2026-07-10 02:57:00,Medium,AST-0039,Critical,DET-T1110-Brute_Force_98,RUL-098,Closed,ANL-004
ALT-003270,SOC-ALPHA,2026-07-30 09:18:00,Critical,AST-0486,Low,DET-T1055-Process_Injection_87,RUL-087,Closed,ANL-008
ALT-003306,SOC-ALPHA,2026-08-04 01:26:00,High,AST-0086,High,DET-T1070-Indicator_Removal_on_Host_54,RUL-054,Closed,ANL-002
ALT-003310,SOC-ALPHA,2026-08-08 03:28:00,High,AST-0097,High,DET-T1567-Exfiltration_Over_Web_Service_100,RUL-100,Closed,ANL-015
ALT-003341,SOC-ALPHA,2026-06-20 20:56:00,Medium,AST-0328,Medium,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-009
ALT-003368,SOC-ALPHA,2026-08-05 10:37:00,Medium,AST-0201,Medium,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-015
ALT-003372,SOC-ALPHA,2026-07-05 10:47:00,Medium,AST-0035,Critical,DET-T1110-Brute_Force_68,RUL-068,Closed,ANL-009
ALT-003374,SOC-ALPHA,2026-08-13 13:21:00,Medium,AST-0081,High,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-008
ALT-003401,SOC-ALPHA,2026-08-09 03:39:00,Medium,AST-0073,High,DET-T1486-Data_Encrypted_for_Impact_56,RUL-056,Closed,ANL-017
ALT-003402,SOC-ALPHA,2026-08-14 15:02:00,Low,AST-0380,Low,DET-T1078-Valid_Accounts_90,RUL-090,Closed,ANL-001
ALT-003410,SOC-ALPHA,2026-07-12 20:21:00,Medium,AST-0412,Low,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-018
ALT-003429,SOC-ALPHA,2026-06-26 09:16:00,Low,AST-0395,Low,DET-T1053-Scheduled_Task/Job_33,RUL-033,Closed,ANL-015
ALT-003437,SOC-ALPHA,2026-07-13 19:42:00,Medium,AST-0251,Medium,DET-T1110-Brute_Force_68,RUL-068,Closed,ANL-004
ALT-003471,SOC-ALPHA,2026-09-04 12:44:00,Low,AST-0394,Low,DET-T1078-Valid_Accounts_45,RUL-045,Closed,ANL-006
ALT-003551,SOC-ALPHA,2026-07-31 01:12:00,Medium,AST-0024,Critical,DET-T1110-Brute_Force_08,RUL-008,Closed,ANL-016
ALT-003563,SOC-ALPHA,2026-06-21 11:47:00,High,AST-0375,Low,DET-T1110-Brute_Force_23,RUL-023,Closed,ANL-015
