investigation_id,alert_id,analyst_id,started_at,closed_at,investigation_duration,investigation_notes,evidence_count,artifacts_collected,closure_reason,escalated
INV-00787,ALT-001363,ANL-005,2026-07-23 11:49:00,2026-07-23 12:31:00,42.0,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,3,3,Containment Verified,Yes
INV-00789,ALT-001367,ANL-012,2026-08-22 06:11:00,2026-08-22 06:28:42,17.7,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,3,2,Containment Verified,Yes
INV-00794,ALT-001379,ANL-015,2026-06-23 10:11:00,2026-06-23 10:47:36,36.6,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,4,4,Containment Verified,No
INV-00808,ALT-001399,ANL-015,2026-07-25 01:10:00,2026-07-25 01:42:42,32.7,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,3,2,Containment Verified,Yes
INV-00819,ALT-001428,ANL-021,2026-08-05 11:13:00,2026-08-05 11:53:36,40.6,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,3,2,Containment Verified,Yes
INV-00847,ALT-001477,ANL-015,2026-07-02 05:05:00,2026-07-02 05:40:00,35.0,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,4,4,Benign Operation,No
INV-00867,ALT-001515,ANL-009,2026-08-05 06:44:00,2026-08-05 07:00:36,16.6,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,3,Containment Verified,Yes
INV-00885,ALT-001547,ANL-016,2026-08-30 00:47:00,2026-08-30 01:03:30,16.5,Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.,5,2,Containment Verified,Yes
INV-00894,ALT-001566,ANL-019,2026-08-08 14:24:00,2026-08-08 14:54:36,30.6,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,5,3,Containment Verified,Yes
INV-00897,ALT-001570,ANL-003,2026-08-22 15:13:00,2026-08-22 15:53:06,40.1,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,4,4,Benign Operation,No
INV-00948,ALT-001652,ANL-011,2026-09-08 20:42:00,2026-09-08 20:59:42,17.7,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,3,2,Containment Verified,Yes
INV-00960,ALT-001671,ANL-003,2026-09-03 04:19:00,2026-09-03 04:35:24,16.4,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,3,2,Benign Operation,No
INV-00986,ALT-001718,ANL-006,2026-08-23 08:41:00,2026-08-23 09:17:00,36.0,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,3,2,Benign Operation,No
INV-01024,ALT-001778,ANL-022,2026-08-21 22:30:00,2026-08-21 23:12:00,42.0,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,3,4,Benign Operation,No
INV-01060,ALT-001840,ANL-020,2026-07-07 01:45:00,2026-07-07 02:25:36,40.6,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,3,3,Containment Verified,No
INV-01078,ALT-001872,ANL-011,2026-08-11 19:25:00,2026-08-11 19:57:36,32.6,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,4,3,Containment Verified,No
INV-01180,ALT-002043,ANL-001,2026-06-17 06:13:00,2026-06-17 06:43:24,30.4,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,5,2,Containment Verified,Yes
INV-01239,ALT-002127,ANL-011,2026-08-04 12:21:00,2026-08-04 12:51:00,30.0,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,5,4,Containment Verified,Yes
INV-01265,ALT-002171,ANL-005,2026-07-06 01:06:00,2026-07-06 01:35:06,29.1,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,4,4,Benign Operation,No
INV-01310,ALT-002251,ANL-012,2026-07-11 00:53:00,2026-07-11 01:09:54,16.9,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,3,Benign Operation,No
INV-01339,ALT-002300,ANL-022,2026-06-25 18:19:00,2026-06-25 18:35:12,16.2,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,4,Containment Verified,Yes
INV-01346,ALT-002313,ANL-015,2026-08-15 08:42:00,2026-08-15 09:01:00,19.0,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,5,2,Containment Verified,Yes
INV-01358,ALT-002335,ANL-014,2026-07-04 04:57:00,2026-07-04 05:12:36,15.6,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,5,3,Containment Verified,Yes
INV-01360,ALT-002340,ANL-011,2026-09-06 01:11:00,2026-09-06 01:45:36,34.6,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,3,Benign Operation,No
INV-01411,ALT-002431,ANL-015,2026-08-11 13:18:00,2026-08-11 13:48:06,30.1,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,3,3,Containment Verified,Yes
INV-01427,ALT-002465,ANL-004,2026-06-30 23:27:00,2026-06-30 23:47:06,20.1,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,3,3,Containment Verified,Yes
INV-01448,ALT-002508,ANL-006,2026-08-23 14:03:00,2026-08-23 14:25:00,22.0,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,3,3,Containment Verified,Yes
INV-01454,ALT-002520,ANL-011,2026-07-08 02:30:00,2026-07-08 02:54:54,24.9,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,3,2,Containment Verified,No
INV-01458,ALT-002528,ANL-014,2026-07-02 05:06:00,2026-07-02 05:37:06,31.1,Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.,3,3,Benign Operation,No
INV-01521,ALT-002635,ANL-009,2026-07-13 10:04:00,2026-07-13 10:37:42,33.7,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,4,2,Benign Operation,No
INV-01528,ALT-002644,ANL-013,2026-07-23 12:59:00,2026-07-23 13:24:54,25.9,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,5,2,Benign Operation,No
INV-01550,ALT-002680,ANL-008,2026-07-24 10:34:00,2026-07-24 11:10:36,36.6,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,3,3,Benign Operation,No
INV-01580,ALT-002729,ANL-006,2026-08-30 01:31:00,2026-08-30 01:57:42,26.7,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,2,Benign Operation,No
INV-01582,ALT-002733,ANL-020,2026-06-22 07:05:00,2026-06-22 07:27:12,22.2,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,5,4,Benign Operation,No
INV-01623,ALT-002801,ANL-004,2026-07-04 13:14:00,2026-07-04 13:28:54,14.9,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,3,2,Containment Verified,No
INV-01644,ALT-002837,ANL-007,2026-06-16 17:19:00,2026-06-16 17:33:06,14.1,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,4,2,Containment Verified,Yes
INV-01661,ALT-002868,ANL-009,2026-08-20 04:33:00,2026-08-20 05:09:12,36.2,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,2,Benign Operation,No
INV-01740,ALT-003005,ANL-016,2026-07-08 20:58:00,2026-07-08 21:32:18,34.3,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,4,3,Benign Operation,No
INV-01746,ALT-003017,ANL-007,2026-07-21 04:10:00,2026-07-21 04:44:48,34.8,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,5,3,Benign Operation,No
INV-01758,ALT-003040,ANL-010,2026-06-21 01:01:00,2026-06-21 01:20:30,19.5,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,5,3,Containment Verified,No
INV-01766,ALT-003053,ANL-002,2026-06-18 17:34:00,2026-06-18 18:07:30,33.5,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,5,2,Containment Verified,No
INV-01780,ALT-003080,ANL-001,2026-07-14 11:37:00,2026-07-14 12:09:36,32.6,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,3,4,Benign Operation,No
INV-01782,ALT-003082,ANL-010,2026-07-31 07:56:00,2026-07-31 08:19:24,23.4,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,5,3,Containment Verified,Yes
INV-01820,ALT-003150,ANL-015,2026-08-18 18:51:00,2026-08-18 19:31:06,40.1,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,5,2,Benign Operation,No
INV-01863,ALT-003225,ANL-013,2026-06-18 07:52:00,2026-06-18 08:12:30,20.5,Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.,4,4,Containment Verified,Yes
INV-01892,ALT-003270,ANL-008,2026-07-30 09:32:00,2026-07-30 09:55:54,23.9,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,3,4,Containment Verified,Yes
INV-01913,ALT-003306,ANL-002,2026-08-04 01:40:00,2026-08-04 02:16:36,36.6,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,5,2,Containment Verified,No
INV-01917,ALT-003310,ANL-015,2026-08-08 03:50:00,2026-08-08 04:19:42,29.7,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,4,3,Containment Verified,No
INV-01955,ALT-003368,ANL-015,2026-08-05 10:50:00,2026-08-05 11:12:18,22.3,Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.,5,4,Benign Operation,No
INV-01993,ALT-003437,ANL-004,2026-07-13 19:57:00,2026-07-13 20:24:12,27.2,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,4,2,Benign Operation,No
INV-02012,ALT-003471,ANL-006,2026-09-04 13:02:00,2026-09-04 13:29:00,27.0,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,4,Benign Operation,No
INV-02062,ALT-003563,ANL-015,2026-06-21 11:53:00,2026-06-21 12:26:06,33.1,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,3,3,Containment Verified,Yes
INV-02081,ALT-003595,ANL-013,2026-06-27 19:19:00,2026-06-27 19:44:36,25.6,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,2,Benign Operation,No
INV-02093,ALT-003615,ANL-022,2026-07-31 08:59:00,2026-07-31 09:31:24,32.4,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,5,3,Containment Verified,No
INV-02094,ALT-003616,ANL-010,2026-06-17 18:10:00,2026-06-17 18:50:00,40.0,Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.,3,4,Benign Operation,No
INV-02098,ALT-003622,ANL-006,2026-08-29 21:18:00,2026-08-29 21:33:24,15.4,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,5,3,Containment Verified,Yes
INV-02113,ALT-003649,ANL-001,2026-07-25 11:16:00,2026-07-25 11:57:48,41.8,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,4,2,Benign Operation,No
INV-02117,ALT-003658,ANL-010,2026-06-25 01:22:00,2026-06-25 01:50:12,28.2,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,5,4,Containment Verified,Yes
INV-02140,ALT-003695,ANL-009,2026-08-16 12:47:00,2026-08-16 13:06:06,19.1,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,4,3,Benign Operation,No
INV-02176,ALT-003757,ANL-006,2026-06-18 20:08:00,2026-06-18 20:25:18,17.3,Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.,5,3,Benign Operation,No
INV-02197,ALT-003792,ANL-014,2026-08-27 19:53:00,2026-08-27 20:13:54,20.9,Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.,4,4,Benign Operation,No
INV-02199,ALT-003795,ANL-018,2026-06-18 17:07:00,2026-06-18 17:28:06,21.1,Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.,4,2,Containment Verified,Yes
INV-02202,ALT-003802,ANL-029,2026-08-09 05:43:00,2026-08-09 05:45:36,2.6,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-02203,ALT-003803,ANL-034,2026-06-18 17:32:00,2026-06-18 17:34:30,2.5,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02206,ALT-003808,ANL-038,2026-06-25 23:35:00,2026-06-25 23:37:00,2.0,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02207,ALT-003812,ANL-036,2026-06-13 12:12:00,2026-06-13 12:15:24,3.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-02210,ALT-003816,ANL-040,2026-07-02 00:54:00,2026-07-02 00:55:18,1.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02211,ALT-003817,ANL-030,2026-08-08 06:27:00,2026-08-08 06:28:18,1.3,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-02212,ALT-003818,ANL-025,2026-08-01 00:28:00,2026-08-01 00:31:48,3.8,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02214,ALT-003822,ANL-035,2026-07-16 19:03:00,2026-07-16 19:04:24,1.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02215,ALT-003824,ANL-035,2026-07-29 18:13:00,2026-07-29 18:15:12,2.2,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02217,ALT-003826,ANL-024,2026-08-06 13:48:00,2026-08-06 13:49:54,1.9,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02219,ALT-003828,ANL-037,2026-07-24 06:58:00,2026-07-24 07:01:36,3.6,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,Benign True Positive,No
INV-02221,ALT-003833,ANL-040,2026-09-10 08:45:00,2026-09-10 08:46:30,1.5,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02250,ALT-003885,ANL-040,2026-08-28 09:29:00,2026-08-28 09:31:18,2.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,1,False Positive,No
INV-02279,ALT-003925,ANL-038,2026-08-01 09:52:00,2026-08-01 09:53:30,1.5,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,Benign True Positive,No
INV-02285,ALT-003938,ANL-025,2026-08-29 21:59:00,2026-08-29 22:02:06,3.1,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02289,ALT-003944,ANL-036,2026-08-08 16:52:00,2026-08-08 16:54:42,2.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02299,ALT-003959,ANL-032,2026-07-03 19:38:00,2026-07-03 19:39:18,1.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02346,ALT-004046,ANL-034,2026-07-07 18:46:00,2026-07-07 18:47:42,1.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02354,ALT-004055,ANL-034,2026-08-24 23:37:00,2026-08-24 23:39:12,2.2,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
