alert_id,soc_id,timestamp,severity,asset_id,asset_criticality,alert_type,detection_rule,status,assigned_analyst
ALT-000071,SOC-ALPHA,2026-09-01 01:45:00,Low,AST-0196,Medium,DET-T1003-OS_Credential_Dumping_50,RUL-050,Closed,ANL-022
ALT-000072,SOC-ALPHA,2026-07-08 07:31:00,Low,AST-0065,High,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-019
ALT-000073,SOC-ALPHA,2026-07-27 13:21:00,Medium,AST-0204,Medium,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Closed,ANL-003
ALT-000074,SOC-ALPHA,2026-08-16 04:20:00,Medium,AST-0455,Low,DET-T1110-Brute_Force_98,RUL-098,Closed,ANL-016
ALT-000075,SOC-ALPHA,2026-07-10 17:44:00,High,AST-0084,High,DET-T1110-Brute_Force_08,RUL-008,Closed,ANL-010
ALT-000076,SOC-ALPHA,2026-07-23 10:31:00,Low,AST-0074,High,DET-T1078-Valid_Accounts_30,RUL-030,Closed,ANL-015
ALT-000077,SOC-ALPHA,2026-06-13 22:57:00,Low,AST-0462,Low,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-022
ALT-000078,SOC-ALPHA,2026-08-16 23:54:00,Medium,AST-0122,High,DET-T1021-Remote_Services_49,RUL-049,Closed,ANL-019
ALT-000079,SOC-ALPHA,2026-09-05 02:53:00,Low,AST-0147,High,DET-T1567-Exfiltration_Over_Web_Service_100,RUL-100,Closed,ANL-008
ALT-000080,SOC-ALPHA,2026-07-14 18:39:00,High,AST-0393,Low,DET-T1567-Exfiltration_Over_Web_Service_85,RUL-085,Closed,ANL-022
ALT-000081,SOC-ALPHA,2026-08-07 02:47:00,Medium,AST-0103,High,DET-T1566-Phishing_17,RUL-017,Closed,ANL-018
ALT-000082,SOC-ALPHA,2026-09-05 23:58:00,High,AST-0124,High,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-011
ALT-000083,SOC-ALPHA,2026-08-18 16:00:00,High,AST-0095,High,DET-T1055-Process_Injection_87,RUL-087,Closed,ANL-022
ALT-000084,SOC-ALPHA,2026-08-02 21:41:00,Medium,AST-0072,High,DET-T1046-Network_Service_Discovery_06,RUL-006,Closed,ANL-002
ALT-000085,SOC-ALPHA,2026-06-28 22:15:00,Low,AST-0070,High,DET-T1003-OS_Credential_Dumping_50,RUL-050,Closed,ANL-015
ALT-000086,SOC-ALPHA,2026-08-22 20:37:00,Medium,AST-0080,High,DET-T1070-Indicator_Removal_on_Host_54,RUL-054,Closed,ANL-021
ALT-000087,SOC-ALPHA,2026-08-20 23:17:00,Critical,AST-0114,High,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-008
ALT-000088,SOC-ALPHA,2026-08-28 22:05:00,Medium,AST-0329,Medium,DET-T1562-Impair_Defenses_82,RUL-082,Under Review,ANL-020
ALT-000089,SOC-ALPHA,2026-07-19 04:52:00,Low,AST-0169,High,DET-T1567-Exfiltration_Over_Web_Service_100,RUL-100,Closed,ANL-005
ALT-000090,SOC-ALPHA,2026-07-29 15:54:00,Low,AST-0067,High,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-009
ALT-000091,SOC-ALPHA,2026-06-21 06:08:00,Medium,AST-0270,Medium,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-003
ALT-000092,SOC-ALPHA,2026-09-07 22:37:00,Critical,AST-0158,High,DET-T1046-Network_Service_Discovery_06,RUL-006,Closed,ANL-022
ALT-000093,SOC-ALPHA,2026-08-27 00:04:00,Low,AST-0165,High,DET-T1053-Scheduled_Task/Job_78,RUL-078,Closed,ANL-005
ALT-000094,SOC-ALPHA,2026-08-24 18:06:00,Low,AST-0059,High,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Closed,ANL-021
ALT-000095,SOC-ALPHA,2026-07-19 00:27:00,Medium,AST-0117,High,DET-T1110-Brute_Force_53,RUL-053,Closed,ANL-011
ALT-000096,SOC-ALPHA,2026-06-28 13:20:00,Medium,AST-0341,Medium,DET-T1053-Scheduled_Task/Job_33,RUL-033,Under Review,ANL-012
ALT-000097,SOC-ALPHA,2026-09-01 06:04:00,Critical,AST-0111,High,DET-T1090-Proxy_13,RUL-013,Closed,ANL-012
ALT-000098,SOC-ALPHA,2026-06-21 02:18:00,Medium,AST-0181,Medium,DET-T1190-Exploit_Public-Facing_Application_14,RUL-014,Closed,ANL-019
ALT-000099,SOC-ALPHA,2026-07-20 22:51:00,Medium,AST-0288,Medium,DET-T1070-Indicator_Removal_on_Host_99,RUL-099,Closed,ANL-020
ALT-000100,SOC-ALPHA,2026-06-16 19:38:00,Low,AST-0425,Low,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-009
ALT-000101,SOC-ALPHA,2026-07-06 13:47:00,Medium,AST-0016,Critical,DET-T1055-Process_Injection_12,RUL-012,Closed,ANL-017
ALT-000102,SOC-ALPHA,2026-08-09 12:10:00,High,AST-0398,Low,DET-T1090-Proxy_73,RUL-073,Closed,ANL-020
ALT-000103,SOC-ALPHA,2026-09-07 18:07:00,High,AST-0152,High,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-017
ALT-000104,SOC-ALPHA,2026-06-13 15:31:00,Medium,AST-0090,High,DET-T1566-Phishing_17,RUL-017,Closed,ANL-013
ALT-000105,SOC-ALPHA,2026-06-25 14:55:00,High,AST-0104,High,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-021
ALT-000106,SOC-ALPHA,2026-07-23 20:27:00,Medium,AST-0269,Medium,DET-T1486-Data_Encrypted_for_Impact_11,RUL-011,Closed,ANL-013
ALT-000107,SOC-ALPHA,2026-07-20 03:21:00,Low,AST-0040,Critical,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-021
ALT-000108,SOC-ALPHA,2026-08-10 23:22:00,Medium,AST-0420,Low,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-005
ALT-000109,SOC-ALPHA,2026-08-27 22:43:00,Low,AST-0290,Medium,DET-T1110-Brute_Force_83,RUL-083,Under Review,ANL-021
ALT-000110,SOC-ALPHA,2026-06-21 22:22:00,Medium,AST-0159,High,DET-T1078-Valid_Accounts_60,RUL-060,Closed,ANL-015
ALT-000111,SOC-ALPHA,2026-07-31 07:04:00,Medium,AST-0438,Low,DET-T1055-Process_Injection_12,RUL-012,Closed,ANL-020
ALT-000112,SOC-ALPHA,2026-06-19 08:28:00,Low,AST-0293,Medium,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Closed,ANL-007
ALT-000113,SOC-ALPHA,2026-07-08 01:03:00,Medium,AST-0416,Low,DET-T1190-Exploit_Public-Facing_Application_44,RUL-044,Closed,ANL-003
ALT-000114,SOC-ALPHA,2026-08-17 10:26:00,Low,AST-0348,Medium,DET-T1566-Phishing_77,RUL-077,Closed,ANL-002
ALT-000115,SOC-ALPHA,2026-06-23 13:21:00,Critical,AST-0073,High,DET-T1053-Scheduled_Task/Job_33,RUL-033,Under Review,ANL-022
ALT-000116,SOC-ALPHA,2026-06-26 19:19:00,Medium,AST-0330,Medium,DET-T1090-Proxy_43,RUL-043,Closed,ANL-005
ALT-000117,SOC-ALPHA,2026-09-10 04:05:00,Medium,AST-0217,Medium,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-012
ALT-000118,SOC-ALPHA,2026-06-29 14:32:00,Low,AST-0428,Low,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-017
ALT-000119,SOC-ALPHA,2026-08-21 10:23:00,Medium,AST-0122,High,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-020
ALT-000120,SOC-ALPHA,2026-08-27 22:14:00,Medium,AST-0159,High,DET-T1059-Command_and_Scripting_Interpreter_61,RUL-061,Closed,ANL-007
ALT-000121,SOC-ALPHA,2026-08-26 12:29:00,Low,AST-0399,Low,DET-T1021-Remote_Services_49,RUL-049,Closed,ANL-017
ALT-000122,SOC-ALPHA,2026-07-16 09:51:00,Medium,AST-0447,Low,DET-T1053-Scheduled_Task/Job_33,RUL-033,Closed,ANL-002
ALT-000123,SOC-ALPHA,2026-06-29 20:45:00,Low,AST-0436,Low,DET-T1059-Command_and_Scripting_Interpreter_16,RUL-016,Closed,ANL-010
ALT-000124,SOC-ALPHA,2026-06-16 21:26:00,Critical,AST-0061,High,DET-T1003-OS_Credential_Dumping_50,RUL-050,Closed,ANL-003
ALT-000125,SOC-ALPHA,2026-08-31 23:44:00,Low,AST-0389,Low,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-016
ALT-000126,SOC-ALPHA,2026-08-23 13:07:00,Low,AST-0122,High,DET-T1070-Indicator_Removal_on_Host_39,RUL-039,Closed,ANL-004
ALT-000127,SOC-ALPHA,2026-08-29 08:04:00,Critical,AST-0306,Medium,DET-T1070-Indicator_Removal_on_Host_69,RUL-069,Closed,ANL-001
ALT-000128,SOC-ALPHA,2026-08-22 10:11:00,Medium,AST-0044,Critical,DET-T1110-Brute_Force_68,RUL-068,Closed,ANL-012
ALT-000129,SOC-ALPHA,2026-09-06 22:50:00,Low,AST-0284,Medium,DET-T1053-Scheduled_Task/Job_03,RUL-003,Closed,ANL-013
ALT-000130,SOC-ALPHA,2026-06-30 00:49:00,Medium,AST-0388,Low,DET-T1090-Proxy_43,RUL-043,Closed,ANL-005
ALT-000131,SOC-ALPHA,2026-07-12 05:53:00,Low,AST-0238,Medium,DET-T1078-Valid_Accounts_90,RUL-090,Closed,ANL-016
ALT-000132,SOC-ALPHA,2026-06-23 02:45:00,Low,AST-0235,Medium,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-010
ALT-000133,SOC-ALPHA,2026-06-19 11:20:00,Low,AST-0264,Medium,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-018
ALT-000134,SOC-ALPHA,2026-08-19 14:47:00,Medium,AST-0490,Low,DET-T1003-OS_Credential_Dumping_50,RUL-050,Under Review,ANL-011
ALT-000135,SOC-ALPHA,2026-09-05 05:23:00,Low,AST-0266,Medium,DET-T1003-OS_Credential_Dumping_35,RUL-035,Closed,ANL-003
ALT-000136,SOC-ALPHA,2026-08-07 07:42:00,High,AST-0110,High,DET-T1562-Impair_Defenses_22,RUL-022,Closed,ANL-015
ALT-000137,SOC-ALPHA,2026-07-09 15:01:00,High,AST-0113,High,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-005
ALT-000138,SOC-ALPHA,2026-08-27 02:48:00,Critical,AST-0094,High,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-011
ALT-000139,SOC-ALPHA,2026-07-02 10:16:00,Low,AST-0361,Low,DET-T1090-Proxy_58,RUL-058,Under Review,ANL-007
ALT-000140,SOC-ALPHA,2026-08-05 21:42:00,High,AST-0139,High,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-010
ALT-000141,SOC-ALPHA,2026-07-22 17:50:00,Medium,AST-0185,Medium,DET-T1486-Data_Encrypted_for_Impact_71,RUL-071,Closed,ANL-019
ALT-000142,SOC-ALPHA,2026-07-04 11:39:00,Low,AST-0034,Critical,DET-T1567-Exfiltration_Over_Web_Service_40,RUL-040,Under Review,ANL-013
ALT-000143,SOC-ALPHA,2026-09-10 01:26:00,Low,AST-0422,Low,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-003
ALT-000144,SOC-ALPHA,2026-07-13 09:49:00,Low,AST-0222,Medium,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-002
ALT-000145,SOC-ALPHA,2026-08-03 05:10:00,High,AST-0116,High,DET-T1078-Valid_Accounts_45,RUL-045,Closed,ANL-017
ALT-000146,SOC-ALPHA,2026-07-08 15:10:00,Medium,AST-0369,Low,DET-T1053-Scheduled_Task/Job_78,RUL-078,Closed,ANL-011
ALT-000147,SOC-ALPHA,2026-06-17 04:05:00,Critical,AST-0148,High,DET-T1021-Remote_Services_34,RUL-034,Closed,ANL-021
ALT-000148,SOC-ALPHA,2026-07-24 03:51:00,Low,AST-0208,Medium,DET-T1070-Indicator_Removal_on_Host_39,RUL-039,Closed,ANL-015
ALT-000149,SOC-ALPHA,2026-08-05 19:46:00,Low,AST-0177,Medium,DET-T1562-Impair_Defenses_52,RUL-052,Closed,ANL-005
ALT-000150,SOC-ALPHA,2026-06-30 10:20:00,High,AST-0116,High,DET-T1566-Phishing_32,RUL-032,Closed,ANL-005
ALT-000151,SOC-ALPHA,2026-07-09 12:31:00,Low,AST-0240,Medium,DET-T1021-Remote_Services_64,RUL-064,Closed,ANL-010
ALT-000152,SOC-ALPHA,2026-07-30 08:31:00,Medium,AST-0432,Low,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Closed,ANL-022
ALT-000153,SOC-ALPHA,2026-06-30 16:27:00,High,AST-0094,High,DET-T1110-Brute_Force_98,RUL-098,Closed,ANL-013
ALT-000154,SOC-ALPHA,2026-07-30 01:52:00,Low,AST-0349,Medium,DET-T1021-Remote_Services_79,RUL-079,Closed,ANL-004
ALT-000155,SOC-ALPHA,2026-09-05 16:02:00,Critical,AST-0086,High,DET-T1059-Command_and_Scripting_Interpreter_61,RUL-061,Closed,ANL-017
ALT-000156,SOC-ALPHA,2026-08-02 09:37:00,High,AST-0273,Medium,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-019
ALT-000157,SOC-ALPHA,2026-07-27 15:41:00,Low,AST-0398,Low,DET-T1078-Valid_Accounts_75,RUL-075,Closed,ANL-019
ALT-000158,SOC-ALPHA,2026-07-14 21:01:00,Medium,AST-0215,Medium,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-014
ALT-000159,SOC-ALPHA,2026-08-31 19:55:00,Low,AST-0373,Low,DET-T1110-Brute_Force_08,RUL-008,Closed,ANL-005
ALT-000160,SOC-ALPHA,2026-09-01 23:33:00,High,AST-0236,Medium,DET-T1070-Indicator_Removal_on_Host_69,RUL-069,Closed,ANL-011
ALT-000161,SOC-ALPHA,2026-08-02 03:49:00,High,AST-0126,High,DET-T1486-Data_Encrypted_for_Impact_41,RUL-041,Closed,ANL-016
ALT-000162,SOC-ALPHA,2026-06-19 12:18:00,Low,AST-0041,Critical,DET-T1078-Valid_Accounts_45,RUL-045,Closed,ANL-015
ALT-000163,SOC-ALPHA,2026-07-18 20:12:00,Low,AST-0139,High,DET-T1055-Process_Injection_72,RUL-072,Closed,ANL-009
ALT-000164,SOC-ALPHA,2026-07-23 04:15:00,Critical,AST-0116,High,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-008
ALT-000165,SOC-ALPHA,2026-09-01 19:41:00,High,AST-0165,High,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-021
ALT-000166,SOC-ALPHA,2026-06-18 12:53:00,Medium,AST-0254,Medium,DET-T1070-Indicator_Removal_on_Host_24,RUL-024,Closed,ANL-010
ALT-000167,SOC-ALPHA,2026-07-05 05:54:00,Medium,AST-0140,High,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-004
ALT-000168,SOC-ALPHA,2026-07-26 05:45:00,High,AST-0405,Low,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-019
ALT-000169,SOC-ALPHA,2026-08-06 13:59:00,High,AST-0061,High,DET-T1090-Proxy_58,RUL-058,Under Review,ANL-009
ALT-000170,SOC-ALPHA,2026-08-30 18:19:00,High,AST-0080,High,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-004
ALT-000171,SOC-ALPHA,2026-08-22 07:44:00,Medium,AST-0242,Medium,DET-T1562-Impair_Defenses_97,RUL-097,Closed,ANL-018
ALT-000172,SOC-ALPHA,2026-07-24 13:43:00,Low,AST-0448,Low,DET-T1486-Data_Encrypted_for_Impact_11,RUL-011,Closed,ANL-017
ALT-000173,SOC-ALPHA,2026-06-25 15:58:00,Medium,AST-0032,Critical,DET-T1486-Data_Encrypted_for_Impact_71,RUL-071,Closed,ANL-017
ALT-000174,SOC-ALPHA,2026-07-10 09:20:00,Low,AST-0227,Medium,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-022
ALT-000175,SOC-ALPHA,2026-06-27 20:57:00,Medium,AST-0415,Low,DET-T1110-Brute_Force_08,RUL-008,Closed,ANL-015
ALT-000176,SOC-ALPHA,2026-06-22 04:35:00,Medium,AST-0414,Low,DET-T1567-Exfiltration_Over_Web_Service_40,RUL-040,Closed,ANL-001
ALT-000177,SOC-ALPHA,2026-07-19 12:37:00,Critical,AST-0017,Critical,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-002
